id_cordée,lib_cordée,région,académie,département,commune,Composante /de l’cordée,Lycées sources,uai
C0101,Parcours d'excellence des STI,Rhône-Alpes,Lyon,69,Rillieux la Pape,LYCEES SOURCES,Lycée A Camus,0692517L
C0072,Valence Le Haut,Rhône-Alpes,Grenoble,26,Valence,TETE(S) DE CORDEE,Lycée à STS J. Algoud-Valence,0260036Y
C0110,Réussir à HEC,Martinique,Martinique,972,Lamentin,LYCEES SOURCES,Lycée Acajou 1,9720694X
C0111,Réussir à l'IEP de Bordeaux,Martinique,Martinique,972,Lamentin,LYCEES SOURCES,Lycée Acajou 1,9720694X
C0112,Réussir à l'INSA,Martinique,Martinique,972,Lamentin,LYCEES SOURCES,Lycée Acajou 1,9720694X
C0110,Réussir à HEC,Martinique,Martinique,972,Lamentin,LYCEES SOURCES,Lycée Acajou 2,9720695Y
C0111,Réussir à l'IEP de Bordeaux,Martinique,Martinique,972,Lamentin,LYCEES SOURCES,Lycée Acajou 2,9720695Y
C0112,Réussir à l'INSA,Martinique,Martinique,972,Lamentin,LYCEES SOURCES,Lycée Acajou 2,9720695Y
"C0019,""Tutorat """"école de l'air"""""",Provence Alpes Côte d'Azur,Aix-Marseille,13,Salon-de-Provence,LYCEES SOURCES,Lycée Adam de Craponne,0130161E"
C0226,Acordix,Ile-de-France,Versailles,92,Puteaux,LYCEES SOURCES,Lycée Agora,0920144G
C0246,Réussir à Dauphine,Ile-de-France,Versailles,92,Puteaux,LYCEES SOURCES,Lycée Agora,0920144G
C0062,Accès aux formations supérieures et métiers du vivant,Bourgogne,Dijon,89,Auxerre,LYCEES SOURCES,Lycée agricole d'Auxerre - La Brosse,0890045R
C0035,Ouverture du technique vers le sup,Aquitaine,Bordeaux,40,Heugas,LYCEES SOURCES,Lycée agricole de Dax,NR
C0062,Accès aux formations supérieures et métiers du vivant,Bourgogne,Dijon,71,Fontaines,LYCEES SOURCES,Lycée agricole de Fontaines,0711067Z
C0035,Ouverture du technique vers le sup,Aquitaine,Bordeaux,64,Montardon,LYCEES SOURCES,Lycée agricole de Pau-Montardon,0640220S
C0035,Ouverture du technique vers le sup,Aquitaine,Bordeaux,24,Coulounieix Chamiers,LYCEES SOURCES,Lycée agricole de Périgueux,0240023V
C0062,Accès aux formations supérieures et métiers du vivant,Bourgogne,Dijon,21,Quétigny,LYCEE(S) AVEC CPGE,Lycée agricole de Quétigny,0211135V
C0062,Accès aux formations supérieures et métiers du vivant,Bourgogne,Dijon,58,Château Chinon,LYCEES SOURCES,Lycée agricole du Morvan,0580582T
C0062,Accès aux formations supérieures et métiers du vivant,Bourgogne,Dijon,71,Macon Davaye,LYCEES SOURCES,Lycée agricole Macon Davaye,NR
C0062,Accès aux formations supérieures et métiers du vivant,Bourgogne,Dijon,58,Nevers,LYCEES SOURCES,Lycée agricole Nevers-Cosne-Plagny,NR
C0025,Passeport étudiant : les jeudis de la science,Picardie,Amiens,2,Chauny,LYCEES SOURCES,Lycée agricole Robert Schuman,NR
C0062,Accès aux formations supérieures et métiers du vivant,Bourgogne,Dijon,21,Châtillon,LYCEES SOURCES,Lycée agricole Semur-Châtillon,NR
C0145,Arts,Centre,Orléans-Tours,18,Bourges,LYCEE(S) AVEC CPGE,Lycée Alain Fournier,0180005H
C0147,Futurs ingénieurs au sommet,Centre,Orléans-Tours,18,Bourges,LYCEE(S) AVEC CPGE,Lycée Alain Fournier,0180005H
C0149,Les sciences en face à face,Centre,Orléans-Tours,18,Bourges,LYCEE(S) AVEC CPGE,Lycée Alain Fournier,0180005H
C0151,Science et développement durable,Centre,Orléans-Tours,18,Bourges,LYCEE(S) AVEC CPGE,Lycée Alain Fournier,0180005H
C0151,Science et développement durable,Centre,Orléans-Tours,18,Bourges,LYCEES SOURCES,Lycée Alain Fournier,0180005H
C0221,DISPO,Midi-Pyrénées,Toulouse,32,Mirande,LYCEES SOURCES,Lycée Alain Fournier,0320023B
C0151,Science et développement durable,Centre,Orléans-Tours,18,Bourges,TETE(S) DE CORDEE,Lycée Alain Fournier Bourges,0180005H
"C0114,""Ingénieur, pourquoi pas moi?"",Languedoc-Roussillon,Montpellier,30,Nîmes,LYCEES SOURCES,Lycée Albert Camus,0300023M"
"C0116,""Un lycée au cœur d'un réseau, point d'appui pour le développement local"",Languedoc-Roussillon,Montpellier,30,Nîmes,LYCEES SOURCES,Lycée Albert Camus,0300023M"
C0135,BRIO : fais un bond pour la réussite ,Pays de la Loire,Nantes,44,Nantes,LYCEES SOURCES,Lycée Albert Camus,0440288Z
C0037,Réussir ensemble ,Aquitaine,Bordeaux,64,Mourenx,LYCEES SOURCES,Lycée Albert Camus,0640044A
C0094,Convention diversité Académie de Lyon,Rhône-Alpes,Lyon,69,Rillieux-la-Pape,LYCEES SOURCES,Lycée Albert Camus,0692517L
C0095,Couse en cours,Rhône-Alpes,Lyon,69,Rillieux-la-Pape,LYCEES SOURCES,Lycée Albert Camus,0692517L
C0099,Ouverture internationale pour les STI,Rhône-Alpes,Lyon,69,Rillieux-la-Pape,LYCEES SOURCES,Lycée Albert Camus,0692517L
C0106,Séminaire Lycée,Rhône-Alpes,Lyon,69,Rillieux-la-Pape,LYCEES SOURCES,Lycée Albert Camus,0692517L
C0080,Cordée des sciences de l'ingénieur,Nord-Pas-de-Calais,Lille,62,St Pol -sur-Ternoise,LYCEES SOURCES,Lycée Albert Chatelet,0620166U
C0033,Entre en prépa c'est réalisable,Aquitaine,Bordeaux,33,Périgueux,LYCEES SOURCES,Lycée Albert Claveille,0240026Y
"C0114,""Ingénieur, pourquoi pas moi?"",Languedoc-Roussillon,Montpellier,30,Bagnols-sur-Cèze,LYCEES SOURCES,Lycée Albert Einstein,0300950V"
C0160,CPES,Ile-de-France,Paris,91,Ste Geneviève -des-Bois,LYCEES SOURCES,Lycée Albert Einstein,0911346U
C0163,Nouvel élan (ParisTech / Janson de Sailly,Ile-de-France,Paris,91,Ste Geneviève -des-Bois,LYCEES SOURCES,Lycée Albert Einstein,0911346U
C0227,Ambition d'enseignement supérieur - Lycée Doisneau,Ile-de-France,Versailles,91,Sainte Geneviève des Bois,LYCEES SOURCES,Lycée Albert Einstein,0911346U
C0240,Mat' les vacances,Ile-de-France,Versailles,91,Sainte Geneviève des Bois,LYCEES SOURCES,Lycée Albert Einstein,0911346U
"C0251,""Une grande école, pourquoi pas moi ? Ecole polytechnique"",Ile-de-France,Versailles,91,Ste-Geneviève-des-bois,LYCEES SOURCES,Lycée Albert Einstein,0911346U"
C0242,Oui nous le pouvons,Ile-de-France,Versailles,93,Le Raincy,LYCEE(S) AVEC CPGE,Lycée Albert Schweitzer,0930830X
C0106,Séminaire Lycée,Rhône-Alpes,Lyon,42,Roanne,LYCEES SOURCES,Lycée Albert Thomas et Carnot,0420077F
C0135,BRIO : fais un bond pour la réussite ,Pays de la Loire,Nantes,44,Bouaye,LYCEES SOURCES,Lycée Alcide d'Orbigny,0442309W
"C0038,""Sciences Po Bordeaux, je le peux parce que je le veux"",Aquitaine,Bordeaux,24,Nontron,LYCEES SOURCES,Lycée Alcide Dussolier,0240021T"
C0148,Les études sup…c'est aussi pour moi,Centre,Orléans-Tours,37,Loches,LYCEES SOURCES,Lycée Alfred de Vigny,0370016S
C0032,Cordée de la réussite Bordeaux,Aquitaine,Bordeaux,33,Talence,LYCEES SOURCES,Lycée Alfred Kastler,0330135T
C0130,La cordée nord meusienne,Lorraine,Nancy-Metz,55,Stenay,LYCEES SOURCES,Lycée Alfred Kastler,0550072E
"C0132,""Projet citoyen """"égalité des chances"""""",Lorraine,Nancy-Metz,55,Stenay,LYCEES SOURCES,Lycée Alfred Kastler,0550072E"
"C0253,""Une grande école, pourquoi pas moi ? ESSEC"",Ile-de-France,Versailles,95,Cergy,LYCEE(S) AVEC CPGE,Lycée Alfred Kastler,0951399E"
C0229,Ambitions supérieures - préparation IEP,Ile-de-France,Versailles,95,Cergy,LYCEES SOURCES,Lycée Alfred Kastler,0951399E
C0244,POLLEN,Ile-de-France,Versailles,95,Cergy,LYCEES SOURCES,Lycée Alfred Kastler,0951399E
C0080,Cordée des sciences de l'ingénieur,Nord-Pas-de-Calais,Lille,59,Denain,LYCEES SOURCES,Lycée Alfred Kestler,0590060V
C0055,Cordée HEC Olympe de Gouges,Ile-de-France,Créteil,93,Clichy-sous-Bois,LYCEES SOURCES,Lycée Alfred Nobel,0932026X
C0165,Parcours de réussite du lycée Saint-Louis,Ile-de-France,Paris,93,Clichy-sous-Bois,LYCEES SOURCES,Lycée Alfred Nobel,0932026X
C0213,Cordée de la réussite-Université de Haute Alsace,Alsace,Strasbourg,68,Mulhouse,LYCEE(S) AVEC CPGE,Lycée Alfred Schweitzer,0680031P
C0173,Les études sup…c'est aussi pour moi,Poitou-Charente,Poitiers,86,Poitiers,LYCEE(S) AVEC CPGE,Lycée Aliénor d'Aquitaine,0860038Z
C0013,Préparation à l'université,Provence Alpes Côte d'Azur,Aix-Marseille,84,L'isles-sur-la-Sorgue,LYCEES SOURCES,Lycée Alphonse Benoit,0840021S
"C0116,""Un lycée au cœur d'un réseau, point d'appui pour le développement local"",Languedoc-Roussillon,Montpellier,30,Nîmes,LYCEE(S) AVEC CPGE,Lycée Alphonse Daudet,0300021K"
"C0116,""Un lycée au cœur d'un réseau, point d'appui pour le développement local"",Languedoc-Roussillon,Montpellier,30,Nîmes,LYCEES SOURCES,Lycée Alphonse Daudet,0300021K"
"C0045,""Pôle Alizé : itinéraire d'excellence"""""",Auvergne,Clermont-Ferrand,63,Clermont-Ferrand,LYCEES SOURCES,Lycée Ambroise Brugière,0630077S"
"C0052,""Pôle sciences : faire des études longues, pourquoi pas ?"",Auvergne,Clermont-Ferrand,63,Clermont-Ferrand,LYCEES SOURCES,Lycée Ambroise Brugière,0630077S"
C0160,CPES,Ile-de-France,Paris,63,Clermont-Ferrand,LYCEES SOURCES,Lycée Ambroise Brugière,0630077S
C0044,Pôle Alizé : atouts pour réussir dans l'enseignement supérieur ,Auvergne,Clermont-Ferrand,63,Clermont-Ferrand,LYCEES SOURCES,Lycée Amédée Gasquet,0630024J
C0046,Pôle Alizé : préparer sa réussite dans l'enseignement supérieur,Auvergne,Clermont-Ferrand,63,Clermont-Ferrand,LYCEES SOURCES,Lycée Amédée Gasquet,0630024J
C0213,Cordée de la réussite-Université de Haute Alsace,Alsace,Strasbourg,68,Wittelsheim,LYCEES SOURCES,Lycée Amélie Zurcher,0681888H
C0079,Croire en soi et réussir à la Réunion,La Réunion,La Réunion,974,Saint Benoît,LYCEES SOURCES,Lycée Amiral Bouvet,9740471U
C0194,Ouverture sociale des écoles,Bretagne,Rennes,29,Brest,LYCEES SOURCES,Lycée Amiral Ronarc'h,0290008B
C0100,Ouverture sociale des CPGE et école d'été,Rhône-Alpes,Lyon,69,Lyon,LYCEE(S) AVEC CPGE,Lycée Ampère,0690023A
C0106,Séminaire Lycée,Rhône-Alpes,Lyon,69,Lyon,LYCEE(S) AVEC CPGE,Lycée Ampère,0690023A
C0109,Trait d'union Multicampus multiquartiers,Rhône-Alpes,Lyon,69,Lyon,LYCEE(S) AVEC CPGE,Lycée Ampère,0690023A
C0031,Attractivité des sciences et technologies à l'université,Aquitaine,Bordeaux,33,Bazas,LYCEES SOURCES,Lycée Anatole de Monzie,0330011H
C0071,Un ascenseur pour la réussite,Rhône-Alpes,Grenoble,38,Grenoble,LYCEES SOURCES,Lycée André Argouges,0381603L
C0020,Accès et réussite à l'UPJV,Picardie,Amiens,60,Montataire,LYCEES SOURCES,Lycée André Malraux,0601864A
C0022,Passeport étudiant,Picardie,Amiens,60,Montataire,LYCEES SOURCES,Lycée André Malraux,0601864A
C0023,Passeport étudiant,Picardie,Amiens,60,Montataire,LYCEES SOURCES,Lycée André Malraux,0601864A
C0024,Passeport étudiant,Picardie,Amiens,60,Montataire,LYCEES SOURCES,Lycée André Malraux,0601864A
C0200,CEP ,Haute Normandie,Rouen,76,Elbeuf,LYCEES SOURCES,Lycée André Maurois,0760029U
C0064,Eiffel de la réussite,Bourgogne,Dijon,21,Semur en Auxois,LYCEES SOURCES,Lycée Anna Judic,0210047M
C0062,Accès aux formations supérieures et métiers du vivant,Bourgogne,Dijon,21,Chenove,LYCEES SOURCES,Lycée Antoine Antoine,0211356K
C0064,Eiffel de la réussite,Bourgogne,Dijon,21,Chenove,LYCEES SOURCES,Lycée Antoine Antoine,0211356K
C0248,Secteur Mantois,Ile-de-France,Versailles,78,Mantes-la-jolie,LYCEE(S) AVEC CPGE,Lycée Antoine de Saint Exupéry,0782539L
"C0249,""Silence, on tourne !"",Ile-de-France,Versailles,78,Mantes-la-jolie,LYCEES SOURCES,Lycée Antoine de Saint Exupéry,0782539L"
C0006,Echanges Phocéens,Provence Alpes Côte d'Azur,Aix-Marseille,13,Marseille,LYCEE(S) AVEC CPGE,Lycée Antonin Artaud,0132733A
C0006,Echanges Phocéens,Provence Alpes Côte d'Azur,Aix-Marseille,13,Marseille,LYCEES SOURCES,Lycée Antonin Artaud,0132733A
C0008,J'ouvre ma voie dans la prépa techno,Provence Alpes Côte d'Azur,Aix-Marseille,13,Marseille,LYCEES SOURCES,Lycée Antonin Artaud,0132733A
C0013,Préparation à l'université,Provence Alpes Côte d'Azur,Aix-Marseille,13,Marseille,LYCEES SOURCES,Lycée Antonin Artaud,0132733A
C0180,Prépa rémois,Champagne-Ardennes,Reims,51,Reims,LYCEES SOURCES,Lycée Arago,0511565Z
C0115,L'accompagnement vers l'esprit de la réussite,Languedoc-Roussillon,Montpellier,66,Perpignan,LYCEE(S) AVEC CPGE,Lycée Arago,0660010C
C0176,Cordée Arago pour réussir,Champagne-Ardennes,Reims,51,Reims,TETE(S) DE CORDEE,Lycée Arago à Reims,0511565Z
C0095,Couse en cours,Rhône-Alpes,Lyon,69,Givors,LYCEES SOURCES,Lycée Aragon,0693330V
C0102,Parcours pour l'orientation vers les filières d'économie et de gestion,Rhône-Alpes,Lyon,69,Givors,LYCEES SOURCES,Lycée Aragon,0693330V
C0106,Séminaire Lycée,Rhône-Alpes,Lyon,69,Givors,LYCEES SOURCES,Lycée Aragon,0693330V
C0101,Parcours d'excellence des STI,Rhône-Alpes,Lyon,69,Givors,LYCEES SOURCES,Lycée Aragon,0693330V
C0101,Parcours d'excellence des STI,Rhône-Alpes,Lyon,1,Oyonnax,LYCEES SOURCES,Lycée Arbez Carme,0011120M
C0221,DISPO,Midi-Pyrénées,Toulouse,31,Toulouse,LYCEE(S) AVEC CPGE,Lycée Arènes,0312267W
C0221,DISPO,Midi-Pyrénées,Toulouse,31,Toulouse,LYCEES SOURCES,Lycée Arènes,0312267W
C0066,Cordée Grenoble sciences,Rhône-Alpes,Grenoble,38,Grenoble,LYCEES SOURCES,Lycée Argouges,0381603L
C0207,Parcours ingénieur demain,Haute Normandie,Rouen,27,Evreux,LYCEE(S) AVEC CPGE,Lycée Aristide Briand,0270016W
C0206,EDRESUP,Haute Normandie,Rouen,27,Evreux,LYCEES SOURCES,Lycée Aristide Briand,0270016W
C0207,Parcours ingénieur demain,Haute Normandie,Rouen,27,Evreux,LYCEES SOURCES,Lycée Aristide Briand,0270016W
C0135,BRIO : fais un bond pour la réussite ,Pays de la Loire,Nantes,44,Saint-Nazaire,LYCEE(S) AVEC CPGE,Lycée Aristide Briand,0440069L
C0007,IEPEI,Provence Alpes Côte d'Azur,Aix-Marseille,13,Istres,LYCEES SOURCES,Lycée Arthur Rimbaud,0132495S
C0160,CPES,Ile-de-France,Paris,95,Garges-les-Gonesses,LYCEES SOURCES,Lycée Arthur Rimbaud,0951787B
C0244,POLLEN,Ile-de-France,Versailles,95,Garges-lès-Gonesse,LYCEES SOURCES,Lycée Arthur Rimbaud,0951787B
C0119,Ambition Réussite - Technologique,Lorraine,Nancy-Metz,54,Tomblaine,LYCEES SOURCES,Lycée Arthur Varoquaux,0540044E
"C0132,""Projet citoyen """"égalité des chances"""""",Lorraine,Nancy-Metz,54,Tomblaine,LYCEES SOURCES,Lycée Arthur Varoquaux,0540044E"
C0186,Assomption Rennes,Bretagne,Rennes,35,Rennes,LYCEE(S) AVEC CPGE,Lycée Assomption,0350778F
C0186,Assomption Rennes,Bretagne,Rennes,35,Rennes,LYCEES SOURCES,Lycée Assomption,0350778F
C0015,Spé IEP,Provence Alpes Côte d'Azur,Aix-Marseille,84,Avignon,LYCEES SOURCES,Lycée Aubanel,0840004Y
C0080,Cordée des sciences de l'ingénieur,Nord-Pas-de-Calais,Lille,62,Lens,LYCEES SOURCES,Lycée Auguste Béhal,0620109G
"C0085,""Une grande école, pourquoi pas moi?"",Nord-Pas-de-Calais,Lille,62,Lens,LYCEES SOURCES,Lycée Auguste Béhal,0620109G"
"C0083,""L'universté d'Artois, pourquoi pas moi?"",Nord-Pas-de-Calais,Lille,62,Lens,LYCEES SOURCES,Lycée Auguste Béhal (LGT et LP),0620109G"
C0161,ENS - PSU - TALENS,Ile-de-France,Paris,93,Saint-Ouen,LYCEE(S) AVEC CPGE,Lycée Auguste Blanqui,0930126G
C0060,Réussir à Dauphine,Ile-de-France,Créteil,93,Saint-Ouen,LYCEES SOURCES,Lycée Auguste Blanqui,0930126G
C0159,Cordée Jean-Baptiste Say,Ile-de-France,Paris,93,Saint-Ouen,LYCEES SOURCES,Lycée Auguste Blanqui,0930126G
C0007,IEPEI,Provence Alpes Côte d'Azur,Aix-Marseille,13,La Ciotat,LYCEES SOURCES,Lycée Auguste et Louis Lumière,0131747D
C0233,Cordée HEC Académie de Versailles,Ile-de-France,Versailles,92,Asnières-sur-Seine,LYCEES SOURCES,Lycée Auguste Renoir,0920131T
C0243,Pasteur,Ile-de-France,Versailles,92,Asnières,LYCEES SOURCES,Lycée Auguste Renoir,0920131T
C0246,Réussir à Dauphine,Ile-de-France,Versailles,92,Asnières,LYCEES SOURCES,Lycée Auguste Renoir,0920131T
C0101,Parcours d'excellence des STI,Rhône-Alpes,Lyon,69,Charbonnières,LYCEES SOURCES,Lycée B Pascal,0693518Z
C0080,Cordée des sciences de l'ingénieur,Nord-Pas-de-Calais,Lille,59,Lille,TETE(S) DE CORDEE,Lycée Baggio Lille,0590121L
C0037,Réussir ensemble ,Aquitaine,Bordeaux,64,Pau ,LYCEE(S) AVEC CPGE,Lycée Barthou,0640055M
C0244,POLLEN,Ile-de-France,Versailles,95,Fosses,LYCEES SOURCES,Lycée Baudelaire,0951727L
C0183,URCA SHS,Champagne-Ardennes,Reims,8,Sedan,LYCEES SOURCES,Lycée Bayle,0080045F
C0183,URCA SHS,Champagne-Ardennes,Reims,8,Charleville-Mézières,LYCEES SOURCES,Lycée Bazin,0080008R
C0140,Ambition grandes écoles,PACA,Nice,6,Nice,LYCEE(S) AVEC CPGE,Lycée Beau Site,0060037H
C0080,Cordée des sciences de l'ingénieur,Nord-Pas-de-Calais,Lille,59,Haubourdin,LYCEES SOURCES,Lycée Beaupré,0590093F
C0141,Ambition IEP,PACA,Nice,83,La Seyne-sur-mer,LYCEES SOURCES,Lycée Beaussier,0830050D
C0143,Les drisses de la réussite,PACA,Nice,83,La Seyne-sur-mer,LYCEES SOURCES,Lycée Beaussier,0830050D
C0160,CPES,Ile-de-France,Paris,83,La Seyne-sur-Mer,LYCEES SOURCES,Lycée Beaussier,0830050D
C0079,Croire en soi et réussir à la Réunion,La Réunion,La Réunion,974,Saint Denis,LYCEE(S) AVEC CPGE,Lycée Bellepierre,9741046U
C0219,Coaching ,Midi-Pyrénées,Toulouse,31,Toulouse,LYCEE(S) AVEC CPGE,Lycée Bellevue,0310038Y
C0222,Donnez des ailes à votre avenir,Midi-Pyrénées,Toulouse,31,Toulouse,LYCEE(S) AVEC CPGE,Lycée Bellevue,0310038Y
C0219,Coaching ,Midi-Pyrénées,Toulouse,31,Toulouse,LYCEES SOURCES,Lycée Bellevue,0310038Y
C0110,Réussir à HEC,Martinique,Martinique,972,Fort de France,LYCEE(S) AVEC CPGE,Lycée Bellevue,9720003W
C0111,Réussir à l'IEP de Bordeaux,Martinique,Martinique,972,Fort de France,LYCEE(S) AVEC CPGE,Lycée Bellevue,9720003W
C0112,Réussir à l'INSA,Martinique,Martinique,972,Fort de France,LYCEE(S) AVEC CPGE,Lycée Bellevue,9720003W
C0071,Un ascenseur pour la réussite,Rhône-Alpes,Grenoble,972,Fort de France,LYCEES SOURCES,Lycée Bellevue,9720003W
C0150,Promotion de l'accueil en CPGE économique,Centre,Orléans-Tours,45,Orléans ,LYCEES SOURCES,Lycée Benjamin Franklin,0450051L
C0015,Spé IEP,Provence Alpes Côte d'Azur,Aix-Marseille,84,L'isles-sur-la-Sorgue,LYCEES SOURCES,Lycée Benoit,0840021S
C0138,Elan 49,Pays de la Loire,Nantes,49,Angers,LYCEE(S) AVEC CPGE,Lycée Bergson,0491966W
C0138,Elan 49,Pays de la Loire,Nantes,49,Angers,LYCEES SOURCES,Lycée Bergson,0491966W
C0156,Cap en Sup,Ile-de-France,Paris,75,Paris,LYCEES SOURCES,Lycée Bergson,0750711R
C0089,Escapade,Limousin,Limoges,19,Ussel,LYCEES SOURCES,Lycée Bernard de Ventadour,0190038N
C0146,Etudier les sciences,Centre,Orléans-Tours,45,Gien,LYCEES SOURCES,Lycée Bernard Palissy,0450029M
C0089,Escapade,Limousin,Limoges,87,St Léonard-de-Noblat,LYCEES SOURCES,Lycée Bernard Palissy,0870045B
C0077,Réussir la poursuite d'études - Sce Po Paris,Guynae,Guynae,973,Saint-Laurent du Maroni,LYCEES SOURCES,Lycée Bertene Juminer,9730235T
C0219,Coaching ,Midi-Pyrénées,Toulouse,31,Toulouse,LYCEES SOURCES,Lycée Berthelot,0310039Z
C0221,DISPO,Midi-Pyrénées,Toulouse,31,Toulouse,LYCEES SOURCES,Lycée Berthelot,0310039Z
C0160,CPES,Ile-de-France,Paris,93,Pantin,LYCEES SOURCES,Lycée Berthelot,0930124E
C0192,OPERA : orienter et promouvoir l'excellence et la réussite par l'accompagnement,Bretagne,Rennes,35,Vitré,LYCEES SOURCES,Lycée Bertrand d'Argentré,0350053T
C0195,Partenariat EN-Rennes 1 et Rennes 2,Bretagne,Rennes,35,Vitré,LYCEES SOURCES,Lycée Bertrand d'Argentré,0350053T
C0196,Partenariat lycées-Université de Rennes 1,Bretagne,Rennes,35,Combourg,TETE(S) DE CORDEE,Lycée Bertrand d'Argentre à Vitré,0350053T
